Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Soil_Type,Variety,Crop
39,37,15,29.0,83.79,6.82,59.84,Sandy-Loam,Standard_V1,mungbean
33,37,19,27.93,86.55,7.18,43.48,Loam,Standard_V1,mungbean
26,54,17,28.55,88.96,6.27,49.49,Alluvial,Standard_V1,mungbean
21,51,15,29.36,89.19,6.68,48.3,Loam,Standard_V1,mungbean
22,54,20,28.56,83.64,6.69,41.01,Alluvial,Standard_V1,mungbean
29,45,16,28.44,87.91,6.58,43.12,Alluvial,Standard_V1,mungbean
4,40,21,28.8,80.46,6.73,44.3,Loam,Standard_V1,mungbean
10,37,22,28.73,89.13,7.07,58.53,Sandy-Loam,Standard_V1,mungbean
4,44,19,27.96,83.53,6.92,43.26,Alluvial,Standard_V1,mungbean
20,45,17,28.17,83.7,6.77,37.25,Loam,Standard_V1,mungbean
23,45,23,28.78,86.69,6.98,56.12,Loam,Standard_V1,mungbean
25,48,21,28.44,83.49,6.27,52.55,Sandy-Loam,Standard_V1,mungbean
56,79,15,29.48,63.2,7.45,71.89,Alluvial,Standard_V1,blackgram
25,62,21,26.73,68.14,7.04,67.15,Alluvial,Standard_V1,blackgram
42,61,22,26.27,62.29,7.42,70.23,Loam,Standard_V1,blackgram
42,73,25,34.04,67.21,6.5,73.24,Loam,Standard_V1,blackgram
44,58,18,28.04,65.07,6.81,72.5,Black,Standard_V1,blackgram
50,55,16,28.81,65.34,7.58,62.26,Black,Standard_V1,blackgram
35,72,21,34.04,64.29,7.74,66.86,Alluvial,Standard_V1,blackgram
30,64,20,33.86,61.57,6.57,68.02,Alluvial,Standard_V1,blackgram
27,64,21,32.84,68.68,7.54,73.67,Loam,Standard_V1,blackgram
50,74,17,27.1,63.36,6.54,73.85,Alluvial,Standard_V1,blackgram
39,73,24,25.66,61.18,7.22,69.29,Black,Standard_V1,blackgram
57,67,25,32.35,66.61,7.55,64.56,Black,Standard_V1,blackgram
52,63,19,29.59,68.32,6.93,67.53,Loam,Standard_V1,blackgram
55,66,22,30.91,68.79,7.75,66.64,Black,Standard_V1,blackgram
51,56,18,28.13,64.21,6.71,70.86,Black,Standard_V1,blackgram
36,66,15,30.09,69.35,6.67,67.14,Black,Standard_V1,blackgram
59,55,19,31.74,62.51,7.33,68.97,Black,Standard_V1,blackgram
50,58,23,27.81,62.5,7.6,69.76,Loam,Standard_V1,blackgram
30,65,25,32.89,64.59,7.71,71.51,Loam,Standard_V1,blackgram
20,62,18,29.36,64.99,7.37,61.91,Alluvial,Standard_V1,blackgram
58,71,15,27.83,67.59,6.92,74.01,Black,Standard_V1,blackgram
25,71,24,28.5,60.45,7.19,74.92,Alluvial,Standard_V1,blackgram
52,71,16,27.74,68.54,7.08,71.79,Loam,Standard_V1,blackgram
40,63,18,30.42,67.66,6.74,63.02,Loam,Standard_V1,blackgram
20,60,25,27.33,69.09,6.73,61.19,Loam,Standard_V1,blackgram
48,61,21,30.28,61.69,6.63,65.63,Loam,Standard_V1,blackgram
49,68,22,28.57,61.53,7.13,63.5,Loam,Standard_V1,blackgram
48,62,15,25.37,66.64,7.54,65.82,Loam,Standard_V1,blackgram
32,66,17,34.95,65.27,7.16,70.14,Loam,Standard_V1,blackgram
21,63,22,25.1,67.73,6.86,74.62,Black,Standard_V1,blackgram
20,72,19,32.48,64.35,7.4,65.82,Alluvial,Standard_V1,blackgram
25,65,21,33.86,68.59,6.88,69.24,Loam,Standard_V1,blackgram
41,78,21,25.2,60.37,6.58,70.89,Black,Standard_V1,blackgram
53,67,17,31.78,69.02,7.3,61.47,Black,Standard_V1,blackgram
39,60,21,34.9,63.6,6.97,64.73,Alluvial,Standard_V1,blackgram
25,76,17,31.74,68.64,7.24,62.31,Loam,Standard_V1,blackgram
21,78,19,27.16,66.76,6.92,69.85,Alluvial,Standard_V1,blackgram
57,60,17,26.24,67.89,7.5,73.59,Loam,Standard_V1,blackgram
56,75,15,30.2,60.07,7.15,66.37,Black,Standard_V1,blackgram
49,72,15,31.56,67.84,7.14,74.87,Black,Standard_V1,blackgram
24,80,19,29.68,69.09,6.81,65.66,Black,Standard_V1,blackgram
49,76,18,27.05,67.7,7.39,60.47,Black,Standard_V1,blackgram
28,68,19,34.64,61.39,7.7,72.43,Alluvial,Standard_V1,blackgram
55,78,21,33.39,62.94,6.6,63.57,Loam,Standard_V1,blackgram
50,64,25,28.84,63.37,6.73,70.25,Loam,Standard_V1,blackgram
34,80,19,31.49,63.06,6.52,71.48,Alluvial,Standard_V1,blackgram
20,68,23,25.55,63.95,7.71,63.18,Loam,Standard_V1,blackgram
55,67,16,34.37,69.69,6.6,70.27,Black,Standard_V1,blackgram
23,70,15,34.6,63.11,7.4,60.42,Loam,Standard_V1,blackgram
53,74,15,29.43,64.94,7.52,72.18,Black,Standard_V1,blackgram
26,67,16,29.11,67.91,7.18,67.83,Alluvial,Standard_V1,blackgram
33,80,22,28.57,65.72,6.59,70.09,Loam,Standard_V1,blackgram
37,79,19,27.54,69.35,7.14,69.41,Alluvial,Standard_V1,blackgram
33,75,21,33.05,68.94,6.69,62.3,Loam,Standard_V1,blackgram
22,55,20,33.95,69.96,7.42,61.16,Black,Standard_V1,blackgram
20,68,17,30.12,60.12,6.58,71.73,Alluvial,Standard_V1,blackgram
43,68,20,29.58,66.18,7.5,69.44,Loam,Standard_V1,blackgram
44,76,22,27.26,68.01,7.78,68.92,Black,Standard_V1,blackgram
34,60,16,31.36,64.25,7.32,63.86,Alluvial,Standard_V1,blackgram
21,72,17,31.52,66.56,7.58,61.71,Alluvial,Standard_V1,blackgram
25,68,19,29.4,64.26,7.11,67.48,Loam,Standard_V1,blackgram
41,62,15,29.38,64.15,7.36,65.24,Loam,Standard_V1,blackgram
28,65,23,28.39,61.89,7.41,74.24,Loam,Standard_V1,blackgram
35,64,15,28.47,63.54,6.5,69.53,Black,Standard_V1,blackgram
52,58,16,30.64,61.15,7.17,71.37,Loam,Standard_V1,blackgram
58,75,25,25.26,61.37,7.26,68.65,Alluvial,Standard_V1,blackgram
34,66,19,32.97,60.18,7.59,73.45,Alluvial,Standard_V1,blackgram
52,70,16,33.67,66.6,7.53,67.33,Loam,Standard_V1,blackgram
23,57,19,32.84,68.0,7.25,73.4,Loam,Standard_V1,blackgram
42,58,25,27.46,62.9,6.51,69.46,Alluvial,Standard_V1,blackgram
37,62,17,25.69,69.84,7.12,74.62,Black,Standard_V1,blackgram
44,75,22,30.03,64.15,7.57,71.21,Loam,Standard_V1,blackgram
21,80,20,28.21,68.27,7.35,64.33,Loam,Standard_V1,blackgram
56,76,16,28.27,61.19,7.51,63.3,Alluvial,Standard_V1,blackgram
29,76,15,28.54,64.2,7.03,69.69,Loam,Standard_V1,blackgram
43,61,20,26.87,61.61,6.8,63.52,Black,Standard_V1,blackgram
55,60,15,32.8,68.78,7.16,64.11,Alluvial,Standard_V1,blackgram
44,63,15,26.42,64.51,7.34,63.47,Loam,Standard_V1,blackgram
29,67,21,29.79,63.39,6.62,63.02,Alluvial,Standard_V1,blackgram
47,63,16,27.44,67.1,6.66,72.51,Loam,Standard_V1,blackgram
40,68,17,34.13,65.15,7.73,70.41,Loam,Standard_V1,blackgram
58,61,15,30.95,64.23,7.4,62.79,Loam,Standard_V1,blackgram
41,74,18,28.76,61.03,6.6,73.38,Black,Standard_V1,blackgram
58,79,17,27.25,66.1,7.04,62.32,Black,Standard_V1,blackgram
27,62,24,28.63,66.77,7.35,62.27,Alluvial,Standard_V1,blackgram
27,60,17,26.42,63.65,7.03,64.42,Loam,Standard_V1,blackgram
52,65,20,32.82,66.16,6.81,68.84,Loam,Standard_V1,blackgram
44,55,25,29.63,65.91,7.42,71.16,Black,Standard_V1,blackgram
21,62,24,33.49,62.73,6.85,65.45,Loam,Standard_V1,blackgram
60,59,22,31.87,66.74,7.19,74.22,Black,Standard_V1,blackgram
33,77,21,30.33,65.63,7.01,71.65,Loam,Standard_V1,blackgram
59,58,17,28.55,66.31,7.37,62.83,Alluvial,Standard_V1,blackgram
29,63,17,30.03,67.89,7.26,66.47,Loam,Standard_V1,blackgram
59,63,18,31.66,60.13,6.53,66.69,Loam,Standard_V1,blackgram
29,70,15,30.33,63.55,6.87,74.17,Black,Standard_V1,blackgram
58,73,16,33.37,65.68,6.87,64.9,Loam,Standard_V1,blackgram
55,77,22,31.43,62.99,7.76,64.78,Loam,Standard_V1,blackgram
42,79,23,27.72,63.29,6.78,68.57,Black,Standard_V1,blackgram
44,77,21,32.64,61.3,7.33,61.84,Alluvial,Standard_V1,blackgram
38,62,25,32.75,67.78,7.45,63.38,Alluvial,Standard_V1,blackgram
32,76,15,28.05,63.5,7.6,43.36,Clay-Loam,Standard_V1,lentil
13,61,22,19.44,63.28,7.73,46.83,Clay-Loam,Standard_V1,lentil
38,60,20,29.85,60.64,7.49,46.8,Clay-Loam,Standard_V1,lentil
11,74,17,21.36,69.92,6.63,46.64,Clay-Loam,Standard_V1,lentil
37,71,16,26.29,68.52,7.32,46.14,Clay-Loam,Standard_V1,lentil
29,71,18,22.17,62.14,6.41,53.47,Alluvial,Standard_V1,lentil
2,72,18,26.58,60.98,7.84,50.89,Alluvial,Standard_V1,lentil
6,59,21,26.59,66.14,6.14,50.91,Clay-Loam,Standard_V1,lentil
13,64,20,19.13,62.58,6.59,36.47,Loam,Standard_V1,lentil
8,58,17,28.75,69.16,7.29,35.15,Clay-Loam,Standard_V1,lentil
6,77,20,25.79,60.28,6.06,49.14,Loam,Standard_V1,lentil
2,75,22,23.89,61.79,6.66,52.56,Clay-Loam,Standard_V1,lentil
3,69,23,28.67,63.19,7.3,42.96,Clay-Loam,Standard_V1,lentil
27,80,24,28.42,61.77,7.82,49.02,Alluvial,Standard_V1,lentil
39,78,15,21.35,62.6,5.93,41.78,Loam,Standard_V1,lentil
40,79,17,21.13,63.19,6.4,38.72,Loam,Standard_V1,lentil
37,62,22,24.02,61.62,7.4,49.78,Alluvial,Standard_V1,lentil
31,60,24,25.4,65.86,7.72,51.92,Alluvial,Standard_V1,lentil
22,67,22,29.03,64.49,7.48,54.94,Alluvial,Standard_V1,lentil
3,78,18,20.21,68.65,6.89,50.9,Alluvial,Standard_V1,lentil
4,80,16,29.2,68.02,7.44,44.93,Loam,Standard_V1,lentil
13,61,24,18.3,69.69,7.63,49.39,Loam,Standard_V1,lentil
12,66,20,27.41,63.42,7.34,44.43,Clay-Loam,Standard_V1,lentil
4,61,21,24.84,60.09,6.75,48.78,Clay-Loam,Standard_V1,lentil
9,60,21,29.94,67.31,7.52,40.37,Alluvial,Standard_V1,lentil
18,66,22,25.88,67.55,6.35,47.9,Alluvial,Standard_V1,lentil
32,56,18,20.05,65.84,7.14,46.05,Alluvial,Standard_V1,lentil
6,72,15,22.99,66.71,7.67,54.49,Clay-Loam,Standard_V1,lentil
15,77,20,25.13,66.93,7.4,49.04,Clay-Loam,Standard_V1,lentil
0,65,24,28.5,62.45,7.84,53.15,Clay-Loam,Standard_V1,lentil
30,79,22,18.29,69.49,6.25,48.6,Clay-Loam,Standard_V1,lentil
3,63,16,24.38,61.18,6.87,53.14,Clay-Loam,Standard_V1,lentil
2,78,23,21.32,66.44,7.32,45.43,Clay-Loam,Standard_V1,lentil
10,78,18,18.54,62.71,6.3,44.08,Clay-Loam,Standard_V1,lentil
14,67,25,25.29,60.86,7.24,49.37,Alluvial,Standard_V1,lentil
39,65,23,25.43,69.13,7.69,41.03,Alluvial,Standard_V1,lentil
19,72,15,28.84,69.76,6.89,44.09,Alluvial,Standard_V1,lentil
18,57,21,27.38,63.94,6.16,49.47,Alluvial,Standard_V1,lentil
31,58,15,28.32,60.19,6.17,45.37,Clay-Loam,Standard_V1,lentil
28,58,25,27.48,62.05,6.86,37.81,Loam,Standard_V1,lentil
5,65,19,18.28,68.1,6.98,48.8,Clay-Loam,Standard_V1,lentil
16,65,19,27.61,69.3,7.04,42.72,Loam,Standard_V1,lentil
34,65,19,23.44,63.22,5.94,45.4,Alluvial,Standard_V1,lentil
14,69,19,20.96,63.68,7.24,52.4,Clay-Loam,Standard_V1,lentil
22,55,16,23.79,68.03,6.52,49.74,Alluvial,Standard_V1,lentil
24,61,17,22.64,65.45,6.23,38.3,Clay-Loam,Standard_V1,lentil
2,79,15,21.54,65.47,7.51,35.75,Alluvial,Standard_V1,lentil
26,63,17,29.88,65.73,6.95,44.96,Loam,Standard_V1,lentil
27,61,15,25.27,67.1,6.96,48.34,Loam,Standard_V1,lentil
24,70,16,25.18,68.93,6.55,35.03,Loam,Standard_V1,lentil
13,74,25,24.12,61.1,6.46,44.24,Clay-Loam,Standard_V1,lentil
6,64,23,23.34,67.4,7.07,36.19,Loam,Standard_V1,lentil
12,58,23,21.75,63.4,6.77,50.43,Clay-Loam,Standard_V1,lentil
32,79,22,27.6,63.46,5.92,54.38,Loam,Standard_V1,lentil
6,68,18,24.39,62.5,6.71,47.26,Loam,Standard_V1,lentil
10,79,20,24.98,66.9,6.38,38.21,Clay-Loam,Standard_V1,lentil
38,77,22,28.23,69.32,6.31,35.37,Clay-Loam,Standard_V1,lentil
17,74,17,26.03,69.56,7.39,37.11,Loam,Standard_V1,lentil
26,68,24,28.05,64.08,7.5,37.16,Clay-Loam,Standard_V1,lentil
23,75,17,24.87,64.0,7.2,48.28,Loam,Standard_V1,lentil
32,78,22,23.97,62.36,7.01,53.41,Clay-Loam,Standard_V1,lentil
19,79,19,20.06,67.76,6.68,42.9,Alluvial,Standard_V1,lentil
22,60,18,19.59,61.29,6.74,41.77,Alluvial,Standard_V1,lentil
28,69,16,29.77,66.29,6.55,35.7,Alluvial,Standard_V1,lentil
1,67,21,27.52,60.54,6.55,48.06,Alluvial,Standard_V1,lentil
12,67,23,25.63,63.15,6.59,45.5,Alluvial,Standard_V1,lentil
36,67,20,20.39,60.48,6.92,53.32,Loam,Standard_V1,lentil
28,70,21,25.39,60.5,7.44,39.18,Alluvial,Standard_V1,lentil
12,71,19,24.91,60.71,7.14,42.2,Alluvial,Standard_V1,lentil
22,68,16,27.7,63.21,7.75,37.46,Alluvial,Standard_V1,lentil
26,66,22,18.06,65.1,6.3,51.55,Alluvial,Standard_V1,lentil
16,65,16,18.13,62.46,6.08,50.61,Clay-Loam,Standard_V1,lentil
14,59,22,23.83,67.9,6.77,46.91,Loam,Standard_V1,lentil
33,59,19,23.19,62.75,7.64,49.55,Alluvial,Standard_V1,lentil
21,63,17,25.09,68.18,6.56,41.45,Alluvial,Standard_V1,lentil
0,69,21,25.87,61.88,7.07,36.68,Alluvial,Standard_V1,lentil
10,75,17,18.44,68.05,7.73,39.01,Loam,Standard_V1,lentil
30,61,18,27.15,67.03,6.16,52.51,Clay-Loam,Standard_V1,lentil
0,74,17,23.33,64.51,7.24,47.02,Loam,Standard_V1,lentil
35,74,22,26.72,62.97,6.9,42.87,Clay-Loam,Standard_V1,lentil
7,63,24,19.56,64.45,6.82,53.05,Alluvial,Standard_V1,lentil
9,56,17,26.14,66.77,6.26,46.48,Alluvial,Standard_V1,lentil
14,74,15,28.0,65.58,6.49,49.94,Loam,Standard_V1,lentil
14,76,20,29.06,62.11,7.04,36.5,Loam,Standard_V1,lentil
36,65,16,25.71,64.11,7.69,50.17,Clay-Loam,Standard_V1,lentil
28,67,21,21.8,63.73,6.25,46.62,Clay-Loam,Standard_V1,lentil
28,79,16,24.71,60.27,6.05,53.12,Loam,Standard_V1,lentil
40,61,22,20.95,65.81,7.0,44.24,Clay-Loam,Standard_V1,lentil
10,70,19,24.85,68.98,7.27,41.61,Loam,Standard_V1,lentil
12,80,19,21.91,65.22,5.96,36.1,Clay-Loam,Standard_V1,lentil
37,77,20,25.93,68.71,7.08,51.02,Loam,Standard_V1,lentil
0,67,22,29.82,69.41,6.59,51.56,Loam,Standard_V1,lentil
7,73,25,27.52,63.13,7.29,45.21,Loam,Standard_V1,lentil
10,56,18,28.0,68.64,7.33,46.11,Clay-Loam,Standard_V1,lentil
39,70,15,20.77,63.9,6.37,47.93,Clay-Loam,Standard_V1,lentil
26,56,22,23.05,60.42,7.01,52.6,Clay-Loam,Standard_V1,lentil
9,77,17,21.66,63.58,6.28,38.08,Loam,Standard_V1,lentil
4,59,19,26.25,67.63,7.62,40.81,Clay-Loam,Standard_V1,lentil
34,73,15,20.97,63.83,7.63,53.1,Clay-Loam,Standard_V1,lentil
33,77,15,23.9,66.32,7.8,40.75,Loam,Standard_V1,lentil
2,24,38,24.56,91.64,5.92,111.97,Alluvial,Standard_V1,pomegranate
6,18,37,19.66,89.94,5.94,108.05,Loam,Standard_V1,pomegranate
8,26,36,18.78,87.4,6.8,102.52,Sandy-Loam,Standard_V1,pomegranate
37,18,39,24.15,94.51,6.42,110.23,Loam,Standard_V1,pomegranate
0,27,38,22.45,89.9,6.74,109.39,Alluvial,Standard_V1,pomegranate
31,25,38,24.96,92.41,6.5,109.42,Loam,Standard_V1,pomegranate
21,21,38,22.55,89.33,6.33,104.9,Sandy-Loam,Standard_V1,pomegranate
6,30,40,22.77,91.45,6.36,106.97,Alluvial,Standard_V1,pomegranate
25,27,41,19.2,94.28,6.92,108.04,Sandy-Loam,Standard_V1,pomegranate
15,11,38,23.13,92.68,6.63,109.39,Alluvial,Standard_V1,pomegranate
14,5,36,24.93,85.19,5.83,104.77,Alluvial,Standard_V1,pomegranate
16,10,41,24.77,85.64,6.74,105.76,Loam,Standard_V1,pomegranate
36,7,37,19.87,86.36,5.78,108.32,Loam,Standard_V1,pomegranate
4,20,41,24.27,93.8,6.54,104.54,Sandy-Loam,Standard_V1,pomegranate
29,22,40,23.63,89.73,6.15,107.68,Loam,Standard_V1,pomegranate
16,15,42,19.68,89.09,6.89,108.55,Loam,Standard_V1,pomegranate
18,27,41,22.37,92.31,7.18,104.82,Alluvial,Standard_V1,pomegranate
11,18,42,21.58,94.88,5.94,102.86,Loam,Standard_V1,pomegranate
5,15,38,18.26,88.17,5.71,108.08,Alluvial,Standard_V1,pomegranate
18,23,44,23.71,89.62,6.18,105.65,Alluvial,Standard_V1,pomegranate
9,8,40,22.49,89.92,6.55,111.66,Alluvial,Standard_V1,pomegranate
40,27,45,21.66,94.79,5.89,112.43,Sandy-Loam,Standard_V1,pomegranate
22,23,44,20.13,89.32,6.14,107.34,Sandy-Loam,Standard_V1,pomegranate
9,16,39,18.41,91.12,6.1,105.18,Sandy-Loam,Standard_V1,pomegranate
12,29,40,19.68,89.75,6.59,111.28,Alluvial,Standard_V1,pomegranate
0,17,42,23.2,91.19,6.86,109.09,Sandy-Loam,Standard_V1,pomegranate
2,21,44,18.92,87.31,6.57,102.8,Sandy-Loam,Standard_V1,pomegranate
28,6,40,22.11,91.34,6.77,106.87,Loam,Standard_V1,pomegranate
8,23,44,18.47,89.69,7.13,108.48,Sandy-Loam,Standard_V1,pomegranate
29,16,36,19.81,88.93,5.74,102.86,Sandy-Loam,Standard_V1,pomegranate
17,18,43,24.49,90.84,5.84,103.2,Alluvial,Standard_V1,pomegranate
34,21,42,18.76,89.93,6.65,111.02,Alluvial,Standard_V1,pomegranate
21,23,42,19.54,90.3,6.9,104.37,Alluvial,Standard_V1,pomegranate
25,17,40,18.91,87.75,6.61,111.28,Alluvial,Standard_V1,pomegranate
8,25,36,19.91,94.95,6.83,104.03,Alluvial,Standard_V1,pomegranate
26,18,42,19.73,89.65,6.91,108.23,Alluvial,Standard_V1,pomegranate
4,19,42,23.83,87.84,6.31,111.22,Sandy-Loam,Standard_V1,pomegranate
36,24,41,24.94,94.26,7.01,103.88,Alluvial,Standard_V1,pomegranate
5,24,40,24.69,93.87,6.3,104.67,Alluvial,Standard_V1,pomegranate
19,17,39,24.72,85.56,6.73,111.28,Loam,Standard_V1,pomegranate
39,30,38,20.13,87.6,6.97,108.07,Sandy-Loam,Standard_V1,pomegranate
5,29,44,21.02,93.06,5.58,104.78,Sandy-Loam,Standard_V1,pomegranate
4,24,43,22.4,88.15,7.2,109.87,Sandy-Loam,Standard_V1,pomegranate
38,21,35,20.34,89.38,5.84,110.97,Alluvial,Standard_V1,pomegranate
37,11,36,24.25,85.56,6.71,106.92,Alluvial,Standard_V1,pomegranate
9,25,41,24.82,91.91,5.97,109.29,Alluvial,Standard_V1,pomegranate
29,22,43,19.66,87.95,5.56,106.04,Loam,Standard_V1,pomegranate
5,21,38,22.43,90.34,6.11,112.46,Alluvial,Standard_V1,pomegranate
22,26,38,22.92,85.13,6.99,110.24,Loam,Standard_V1,pomegranate
4,18,37,22.92,85.41,7.13,106.28,Sandy-Loam,Standard_V1,pomegranate
21,6,41,24.88,89.4,7.09,107.2,Alluvial,Standard_V1,pomegranate
29,21,45,23.41,93.13,6.75,105.22,Loam,Standard_V1,pomegranate
23,5,44,21.21,94.26,7.16,107.57,Loam,Standard_V1,pomegranate
13,7,43,18.2,91.12,7.01,109.66,Alluvial,Standard_V1,pomegranate
5,13,37,22.34,89.79,5.65,103.32,Sandy-Loam,Standard_V1,pomegranate
27,24,41,24.33,90.88,6.61,110.46,Sandy-Loam,Standard_V1,pomegranate
7,23,35,19.75,88.72,7.05,102.55,Sandy-Loam,Standard_V1,pomegranate
12,20,39,19.86,86.2,6.03,111.02,Loam,Standard_V1,pomegranate
4,19,43,18.07,93.15,5.78,106.36,Loam,Standard_V1,pomegranate
3,9,45,23.89,89.62,6.54,104.62,Loam,Standard_V1,pomegranate
1,27,36,23.99,93.34,5.68,104.99,Loam,Standard_V1,pomegranate
23,30,44,20.94,85.43,6.12,103.03,Sandy-Loam,Standard_V1,pomegranate
24,21,42,20.82,87.23,7.0,109.44,Alluvial,Standard_V1,pomegranate
13,30,37,20.86,91.62,6.28,106.87,Loam,Standard_V1,pomegranate
40,11,44,24.46,86.11,6.32,111.38,Loam,Standard_V1,pomegranate
21,9,40,24.51,90.64,5.96,105.62,Sandy-Loam,Standard_V1,pomegranate
3,27,44,24.57,92.03,6.59,110.96,Alluvial,Standard_V1,pomegranate
40,29,42,24.63,89.02,7.1,110.7,Alluvial,Standard_V1,pomegranate
14,25,40,20.07,90.98,6.41,103.71,Sandy-Loam,Standard_V1,pomegranate
38,14,37,21.81,94.64,6.66,102.65,Sandy-Loam,Standard_V1,pomegranate
34,9,36,22.81,86.34,6.28,110.44,Alluvial,Standard_V1,pomegranate
32,14,37,22.73,88.49,6.83,104.68,Loam,Standard_V1,pomegranate
18,21,35,23.28,94.94,6.37,111.14,Alluvial,Standard_V1,pomegranate
8,23,38,19.3,87.18,7.01,105.48,Sandy-Loam,Standard_V1,pomegranate
15,6,41,19.01,88.84,6.9,108.68,Loam,Standard_V1,pomegranate
0,5,36,24.35,90.89,6.15,105.53,Loam,Standard_V1,pomegranate
22,9,44,24.72,88.88,5.74,112.19,Sandy-Loam,Standard_V1,pomegranate
14,8,43,21.93,94.46,7.05,111.72,Sandy-Loam,Standard_V1,pomegranate
31,11,45,24.84,86.89,6.03,107.64,Sandy-Loam,Standard_V1,pomegranate
39,17,45,18.1,90.42,6.92,104.88,Alluvial,Standard_V1,pomegranate
10,5,42,20.24,91.09,6.89,109.25,Alluvial,Standard_V1,pomegranate
8,28,38,23.23,94.43,6.84,105.69,Loam,Standard_V1,pomegranate
32,13,42,23.5,92.98,5.79,106.62,Sandy-Loam,Standard_V1,pomegranate
18,9,40,19.45,89.02,5.63,106.16,Loam,Standard_V1,pomegranate
20,27,41,20.51,92.52,5.7,110.58,Loam,Standard_V1,pomegranate
39,25,36,18.9,95.0,5.57,107.61,Loam,Standard_V1,pomegranate
20,7,45,18.91,89.24,6.08,112.48,Loam,Standard_V1,pomegranate
11,10,45,22.63,88.46,6.4,109.04,Sandy-Loam,Standard_V1,pomegranate
40,18,43,19.39,86.79,5.77,109.91,Loam,Standard_V1,pomegranate
3,26,39,24.38,91.19,7.08,103.6,Sandy-Loam,Standard_V1,pomegranate
9,16,36,23.78,92.93,5.89,106.98,Sandy-Loam,Standard_V1,pomegranate
30,20,38,22.6,93.16,7.06,110.09,Alluvial,Standard_V1,pomegranate
40,9,41,24.38,85.4,5.78,106.13,Sandy-Loam,Standard_V1,pomegranate
40,30,35,20.89,91.08,6.27,104.44,Alluvial,Standard_V1,pomegranate
32,25,35,18.1,85.71,5.89,107.01,Sandy-Loam,Standard_V1,pomegranate
33,23,45,20.0,85.84,7.12,112.34,Sandy-Loam,Standard_V1,pomegranate
4,14,41,19.85,89.81,6.43,102.82,Sandy-Loam,Standard_V1,pomegranate
13,17,45,21.25,92.65,7.16,106.28,Alluvial,Standard_V1,pomegranate
39,24,39,23.65,93.33,6.43,109.81,Alluvial,Standard_V1,pomegranate
8,28,37,23.88,86.21,6.08,108.31,Loam,Standard_V1,pomegranate
91,94,46,29.37,76.25,6.15,92.83,Alluvial,Standard_V1,banana
105,95,50,27.33,83.68,5.85,101.05,Alluvial,Standard_V1,banana
108,92,53,27.4,82.96,6.28,104.94,Alluvial,Standard_V1,banana
86,76,54,29.32,80.12,5.93,90.11,Alluvial,Standard_V1,banana
80,77,49,26.05,79.4,5.52,113.23,Clay-Loam,Standard_V1,banana
93,94,53,25.87,84.42,6.08,114.54,Alluvial,Standard_V1,banana
90,92,55,27.01,80.19,6.13,97.33,Loam,Standard_V1,banana
108,89,53,29.55,78.07,5.81,99.34,Loam,Standard_V1,banana
108,88,55,26.29,83.39,5.89,113.87,Alluvial,Standard_V1,banana
105,77,52,29.16,76.16,5.82,100.01,Alluvial,Standard_V1,banana
118,88,52,28.65,82.69,5.84,98.75,Loam,Standard_V1,banana
101,87,54,29.07,76.5,6.38,100.17,Loam,Standard_V1,banana
95,75,50,28.08,75.26,5.62,118.28,Clay-Loam,Standard_V1,banana
106,85,53,27.2,78.81,5.92,99.72,Loam,Standard_V1,banana
86,95,49,28.05,78.05,6.46,108.4,Loam,Standard_V1,banana
83,79,55,25.15,83.35,5.57,98.67,Alluvial,Standard_V1,banana
85,95,47,25.94,78.34,6.21,119.85,Loam,Standard_V1,banana
109,79,45,27.67,79.69,6.49,108.66,Clay-Loam,Standard_V1,banana
100,76,45,25.57,75.94,5.59,102.79,Loam,Standard_V1,banana
117,86,48,28.7,82.54,6.23,116.16,Alluvial,Standard_V1,banana
114,94,53,26.34,76.85,6.19,118.69,Alluvial,Standard_V1,banana
110,78,50,25.94,78.9,5.92,98.22,Loam,Standard_V1,banana
94,70,48,25.14,84.88,6.2,91.46,Alluvial,Standard_V1,banana
80,71,47,27.51,80.8,6.16,105.08,Clay-Loam,Standard_V1,banana
114,79,51,26.21,82.34,6.31,112.07,Clay-Loam,Standard_V1,banana
88,78,45,29.1,79.2,6.32,92.08,Loam,Standard_V1,banana
112,73,48,29.24,77.32,5.71,90.67,Loam,Standard_V1,banana
117,76,47,25.56,77.38,6.12,93.1,Loam,Standard_V1,banana
111,87,48,26.4,81.36,5.57,98.17,Alluvial,Standard_V1,banana
89,83,47,28.1,77.8,5.63,109.54,Clay-Loam,Standard_V1,banana
93,91,47,27.85,83.31,6.1,117.29,Clay-Loam,Standard_V1,banana
92,81,52,27.39,81.47,6.44,94.31,Alluvial,Standard_V1,banana
105,74,45,25.15,81.38,6.1,119.22,Clay-Loam,Standard_V1,banana
102,71,48,28.65,79.29,5.7,102.46,Loam,Standard_V1,banana
94,91,51,29.16,76.67,5.62,109.58,Loam,Standard_V1,banana
116,71,47,27.57,82.06,6.44,91.34,Loam,Standard_V1,banana
117,79,49,25.41,82.36,6.18,112.98,Clay-Loam,Standard_V1,banana
119,72,55,25.99,83.34,6.22,112.08,Loam,Standard_V1,banana
99,73,53,26.29,81.06,5.87,118.67,Alluvial,Standard_V1,banana
91,84,52,29.15,78.71,6.39,117.54,Alluvial,Standard_V1,banana
80,90,47,26.6,79.36,6.21,107.39,Clay-Loam,Standard_V1,banana
